address,career_objective,skills,educational_institution_name,degree_names,passing_years,educational_results,result_types,major_field_of_studies,professional_company_names,company_urls,start_dates,end_dates,related_skils_in_job,positions,locations,responsibilities,extra_curricular_activity_types,extra_curricular_organization_names,extra_curricular_organization_links,role_positions,languages,proficiency_levels,certification_providers,certification_skills,online_links,issue_dates,expiry_dates,job_position_name,educationaL_requirements,experiencere_requirement,age_requirement,responsibilities1,skills_required,matched_score,skills_text
,"Experienced Senior Corporate Accountant dedicated to accounting and financial excellence, seeking to utilize skills and in-depth expertise in Accounting (GAAP), General Ledger Reconciliation, Variance Analysis, Financial Reporting, Team Management and Process Improvement to help achieve your company's goals.","['Microsoft Excel expert - Pivot Tables, V-Lookups, Formulas', 'Access Database Queries & data mining', 'Proficient in Microsoft Office, MS Word, Outlook, PowerPoint', 'PeopleSoft use & knowledge - Queries & data mining', 'Oracle experience', 'SharePoint use experience', 'InfoLease for Lease and Financial Accounting & CITConnect Research', 'Internet Accounting, Finance and Tax Research - Lexis-Nexis, CCH & RIA Tax Research', 'STAT- FSI Track', 'Ultra Tax', 'IMAGE Scanner Asset Manager -10-key; Printers & Scanners; general office tools', 'QuickBooks']","['University of North Florida', 'N/A', 'N/A']","['MBA', 'BBA - Accounting', 'BBA - Finance']","['2001', 'N/A', 'N/A']","['N/A', 'CPA qualified candidate', 'CFP qualified candidate']","['N/A', 'N/A', 'N/A']","['Business Administration, Accounting & Finance', 'N/A', 'N/A']","['Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None]","['September 2011', 'January 2011', 'September 2009', 'November 2003']","['November 2014', 'November 2010', 'December 2009', 'September 2009']","[['Microsoft Excel', 'Access Database Queries', 'Oracle', 'InfoLease', 'CITConnect', 'Lexis-Nexis', 'CCH & RIA Tax Research'], ['Oracle', 'STAT', 'FSI Track', 'IMAGE Scanner', 'Lexis-Nexis', 'CCH & RIA Tax Research'], ['Public accounting', 'Accounting', 'Tax', 'Auditing Services', 'Financial Statement preparation'], ['Financial planning', 'Comprehensive and target planning', 'Asset allocation and investment selection and sales', '401k rollovers', 'Retirement planning', 'Wealth management', 'Investment management', 'Portfolio management']]","['Senior Accountant', 'Corporate Tax Analyst', 'Staff Accountant', 'Financial Advisor']","['City, State', 'City, State', 'City, State', 'City, State']","Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration",,,,,,,,,,,,Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,5 to 10 years,Age 30 to 40 years,"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",0.85,"Access Database Queries & data mining, IMAGE Scanner Asset Manager -10-key; Printers & Scanners; general office tools, InfoLease for Lease and Financial Accounting & CITConnect Research, Internet Accounting, Finance and Tax Research - Lexis-Nexis, CCH & RIA Tax Research, Microsoft Excel expert - Pivot Tables, V-Lookups, Formulas, Oracle experience, PeopleSoft use & knowledge - Queries & data mining, Proficient in Microsoft Office, MS Word, Outlook, PowerPoint, QuickBooks, STAT- FSI Track, SharePoint use experience, Ultra Tax."
,I am actively seeking opportunity as Data Analyst or Machine Learning Engineer. My goal is to discover new business strategies and create an impact through data driven analytical decisions and leading the business to success.,"['Python', 'SQL', 'MySQL', 'Tableau', 'Power Bi', 'Pandas', 'Numpy', 'Matplotlib', 'Excel', 'Machine Learning', 'AWS(EMR,EC2,S3)', 'Cloud', 'Hive(HQL)', 'Excel']",['VIT-AP University'],['B. Tech'],['2020'],['N/A'],['N/A'],['ECE'],['Experts Hub'],[None],['May 2019'],['N/A'],[['Object Recognition']],['Intern'],['N/A'],"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","['Masters Course', 'Course']","['Deep Learning', 'Machine Learning']","[None, None]","['Student', 'Student']",,,,,,,,Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,At least 5 years,Age at least 24 years,"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","AutoCAD
Solidworks",0.55,"AWS(EMR,EC2,S3), Cloud, Excel, Excel, Hive(HQL), Machine Learning, Matplotlib, MySQL, Numpy, Pandas, Power Bi, Python, SQL, Tableau."
,Fresher who is dynamic and defined when it comes to domain knowledge related to Data Analytics and Machine Learning.,"['Data Analysis', 'Machine Learning', 'Scikit Learn', 'Hive', 'SQL', 'IBM Watson', 'Natural Language Processing', 'AWS Texualizer', 'SparkOCR', 'PySpark', 'Python', 'Tesseract', 'Image Processing']","['VIT, Vellore', 'BMS, Bangalore']","['B.Tech', 'M.Tech']","['2017', '2019']","['N/A', 'N/A']","['N/A', 'N/A']","['Mechanical', 'Machine Learning']",['Indusoft Pvt Ltd'],['N/A'],['Feb 2019'],['Till Date'],"[['Data Analysis', 'Machine Learning', 'Python', 'EDA', 'Model Building', 'Model Validation']]",['Junior Data Analyst'],['N/A'],"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","['Course', 'Course']","['TestDome', 'Data science and Machine learning with Python']","['N/A', 'N/A']","['Participant', 'Participant']",,,,,,,,"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)",5 to 6 years,Age 25 to 40 years,"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","HRM Report
Human Resource Management
NGO",0.76,"AWS Texualizer, Data Analysis, Hive, IBM Watson, Image Processing, Machine Learning, Natural Language Processing, PySpark, Python, SQL, Scikit Learn, SparkOCR, Tesseract."
,"Creative and innovative draftsman, passionate about building designs and advanced construction solutions.Â  Â Seeking the best opportunity to further enhance present professional experience and expand knowledge base on architectural designs, while growing with an organization.","['3D modeling', 'architectural drafting', 'AutoCAD', 'read blueprints', 'carpentry', 'Detail oriented', 'drafting', 'email', 'floor plans', 'frame', '3dsMax', 'mechanical', 'messaging', 'Microsoft Office applications', 'Multi-tasking', 'painting', 'problem solving skills', 'reading', 'renovation', 'Revit', 'self-motivated', 'supervisor']",['ITT Technical Institute'],['A.A.S'],['June 2015'],['3.4'],['GPA'],['Drafting and Design'],"['Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None]","['July 2015', 'July 2014', 'June 2013', 'June 2010']","['June 2017', 'December 2014', 'August 2013', 'August 2011']","[['creating and finalizing drawings', 'Review projects', 'Assisting customers', 'Multi-tasking'], ['Loaded and unloaded packages'], ['Maintained campus upkeep', 'Repaired, Replaced, and installed signs'], ['Maintained building appearance', 'Involved in renovation projects', 'Janitorial work']]","['Engineering Technician', 'Material Handler', 'Laborer', 'Janitorial/Construction Laborer']","['City, State', 'City, State', 'City, State', 'City, State']","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability",,,,,,,,,,,,DevOps Engineer,Bachelor/Honors,At least 3 years,,"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",0.716666667,"3D modeling, 3dsMax, AutoCAD, Detail oriented, Microsoft Office applications, Multi-tasking, Revit, architectural drafting, carpentry, drafting, email, floor plans, frame, mechanical, messaging, painting, problem solving skills, read blueprints, reading, renovation, self-motivated, supervisor."
,"A business management graduate with significant experience in disability services, human resources and finance department; seeking to apply my abilities to position in a human resource department. Proven ability to deal with multiple tasks efficiently and maintain organization.","['accounting system', 'Accounts Payable', 'Administrative support', 'agency', 'auditing', 'budget', 'clerical', 'Closing', 'conferences', 'Contracts', 'copying', 'client', 'clients', 'Customer service', 'customer service skills', 'database', 'editing', 'e-mail', 'English', 'faxing', 'filing', 'Finance', 'Financial', 'Financial Analyst', 'financial reports', 'forms', 'Human Resources', 'marketing materials', 'meetings', 'Access', 'Excel', 'mail', 'Microsoft Office', 'Outlook', 'PowerPoint presentations', 'Word', 'Communicator', 'organizing', 'payroll', 'People Soft', 'personnel', 'quick learner', 'safety', 'scanning', 'Spanish', 'spreadsheets', 'spreadsheet', 'tables', 'team player', 'telephone', 'transportation', 'Written']",['Bridgewater State University'],['Bachelor of Science'],['2015'],['N/A'],['N/A'],"['Business Management Accounting, Psychology']","['Company Name', 'Company Name', 'Company Name']","['N/A', 'N/A', 'N/A']","['12/2010', '05/2010', '11/2008']","['Current', '11/2010', '06/2010']","[['Administrative support', 'Finance', 'filing', 'financial records', 'contracts', 'clerical', 'spreadsheets', 'PowerPoint presentations', 'reimbursements', 'payment vouchers', 'financial documents', 'payroll', 'financial reports', 'budget', 'data entry', 'mail merging', 'contracts', 'finance discrepancies'], ['Human Resources', 'confidentiality', 'clerical duties', 'data entry', 'supervision', 'event organization', 'marketing', 'Spanish translation'], ['security', 'report writing', 'customer service', 'safety']]","['Accountant I', 'Intern', 'Security Officer']","['City , State', 'City , State', 'City , State']","Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support",['Undergraduate Research Symposium Panel'],['N/A'],[None],['N/A'],"['English', 'Spanish']","['Bilingual', 'Bilingual']",,,,,,Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,At least 2 years,Age 25 to 32 years,"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support","Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",0.406666667,"Access, Accounts Payable, Administrative support, Closing, Communicator, Contracts, Customer service, English, Excel, Finance, Financial, Financial Analyst, Human Resources, Microsoft Office, Outlook, People Soft, PowerPoint presentations, Spanish, Word, Written, accounting system, agency, auditing, budget, clerical, client, clients, conferences, copying, customer service skills, database, e-mail, editing, faxing, filing, financial reports, forms, mail, marketing materials, meetings, organizing, payroll, personnel, quick learner, safety, scanning, spreadsheet, spreadsheets, tables, team player, telephone, transportation."
,,"['python', 'C++', 'Haskell', 'PyTorch', 'JAX', 'Pandas', 'scikit-learn', 'matplotlib', 'Linux', 'bash', 'Unity', 'HPC', 'git']","['University of Southern California, Viterbi School of Engineering, CACS Research Group', 'The University of Tokyo, User Interface Research Group', 'The University of Tokyo']","['Ph.D. in Computer Science', 'Master in Computer Science', 'Bachelor in Physics']","['2023', '2017', '2015']","[None, None, None]","[None, None, None]","['Computer Science', 'Computer Science', 'Physics']","['Meta Inc.', 'Cepton Inc.', 'Meta Inc.', 'Cepton Inc.', 'USC Vision & Graphics Lab', 'Institute of Science and Technology Austria', 'University of Tokyo']","[None, None, None, None, None, None, None]","['Nov 2023', 'May 2023', 'June 2022', 'Jan. 2022', 'Aug. 2017', 'Jul. 2016', 'Mar. 2015']","['present', 'Oct 2023', 'Aug. 2022', 'Apr. 2022', 'Dec. 2017', 'Jan. 2017', 'Jan. 2016']","[[], ['C++', 'C', 'Python', 'Machine Learning'], ['PyTorch', 'Caffe 2'], ['Python', 'C++'], ['PyTorch'], ['C++'], ['Unity', 'Oculus VR']]","['Research Scientist', 'Software Engineer', 'Machine Learning Engineer Intern', 'Software Engineer Intern', 'Research Assistant', 'Research Intern', 'Research Assistant']","[None, None, None, None, None, None, None]","Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",,,,,"['Japanese', 'English']","['Native', 'Professional working proficiency']",,,,,,Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical",2 to 5 years,Age 25 to 40 years,"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance","Maintenance  and Troubleshooting
Mechanical",0.283333333,"C++, HPC, Haskell, JAX, Linux, Pandas, PyTorch, Unity, bash, git, matplotlib, python, scikit-learn."
,I am a fresher specializing in data analytics and Machine Learning Application development. I believe that if given the opportunity I can prove my potential as a developer. I can easily communicate and work under someone's supervision who can guide me and help me in this journey of learning and exploring.,"['Python', 'Data Analytics', 'Machine Learning', 'Artificial Intelligence', 'Natural Language Processing', 'Deep Learning', 'Data Analysis', 'Business Analytics', 'SQL', 'Linux', 'Scala']","['AMITY UNIVERSITY, NOIDA']",['B.TECH(COMPUTERS)'],['2021'],['N/A'],['N/A'],['Computers'],"['QUANTIMUM', 'NAZAPP']","['N/A', 'N/A']","['OCT 2020', 'DEC 2019']","['DEC 2020', 'MAY 2020']","[['Data preparation', 'Customer analysis', 'Commercial applications analysis'], ['Object detection', 'OCR', 'NLP']]","['INTERN', 'SOFTWARE DEVELOPER INTERN']","['N/A', 'N/A']","Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",['Workshop'],['NYU'],['N/A'],['Participant'],,,,,,,,Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,At least 1 year,,"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",,0.583333333,"Artificial Intelligence, Business Analytics, Data Analysis, Data Analytics, Deep Learning, Linux, Machine Learning, Natural Language Processing, Python, SQL, Scala."
,"Currently looking for an opportunity in Machine Learning and Deep Learning roles. I have a good depth of knowledge in ML Algorithms, various CNN architectures, and worked on Time series data, Image captioning, NLP tasks. Interested to work with an enthusiastic team on business problems.","['Python', 'MySQL', 'Tensorflow', 'Keras', 'Machine Learning', 'Deep Learning']",['PPC University'],['B.Tech'],['2020'],['N/A'],['N/A'],['Chemical'],['ASM Management'],['N/A'],['Jan 2019'],['Oct 2019'],"[['Machine Learning', 'Image Processing']]",['Intern'],['N/A'],"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",['Course'],['TMLF'],['N/A'],['Participant'],,,,,,,,Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,At least 1 year,Age 25 to 40 years,"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting","ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",0.793333333,"Deep Learning, Keras, Machine Learning, MySQL, Python, Tensorflow."
,,"['Microsoft Office Suite', 'Outlook', 'Salesforce.com CRM', 'banking', 'C', 'closing', 'hardware', 'Consulting', 'contracts', 'Customer Relationship Management', 'CRM', 'client', 'Clients', 'e-mail', 'energy saving', 'focus', 'forms', 'functional', 'insurance', 'managing', 'marketing', 'market', 'Microsoft Office Suite', 'office', 'Outlook', 'network', 'new business development', 'newsletter', 'proposals', 'Selling', 'Sales', 'Salesforce.com CRM', 'Six Sigma', 'utilities']",['University of Kentucky'],['B.S'],[None],[None],[None],['Mechanical Engineering'],"['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None, None, None]","['July 2010', 'November 2009', 'January 2008', 'January 2002', 'January 1994', 'January 1991']","['Current', 'June 2010', 'June 2009', 'January 2008', 'January 2002', 'January 1994']","[['Sales', 'marketing', 'strong relationships', 'name brand awareness', 'C-Suite', 'building owners'], ['Sales', 'marketing', 'Consulting', 'solution skills', 'Lean Six Sigma'], ['Sales', 'marketing', 'network computer software and hardware systems', 'integration', 'managed services', 'C-Level executives', 'IT manager', 'engineers'], ['new business development', 'growing sales', 'vertical marketing', 'medical practices'], ['opening new accounts', 'managing long-term client relationships', 'cross-functional teams', 'design engineers'], ['new markets', 'development', 'maintenance', 'key OEM accounts']]","['Business Development Manager', 'Account Executive', 'Senior Account Executive', 'Manager', 'Sales Account Manager', 'Key Account Manager']","['City , State', 'City , State', 'City , State', 'City , State', 'City , State', 'City , State']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",,,,,,,,,,,,Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,Age at least 22 years,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.816666667,"C, CRM, Clients, Consulting, Customer Relationship Management, Microsoft Office Suite, Microsoft Office Suite, Outlook, Outlook, Sales, Salesforce.com CRM, Salesforce.com CRM, Selling, Six Sigma, banking, client, closing, contracts, e-mail, energy saving, focus, forms, functional, hardware, insurance, managing, market, marketing, network, new business development, newsletter, office, proposals, utilities."
,,"['C', 'R', 'Catia', 'AutoCAD', 'ANSYS', 'Microsoft office', 'Product Project Management', 'GD&T', 'Minitab', 'Kanban', 'Kaizen', 'FMEA', 'development', 'Toyota production systems', 'APQP', 'PPAP', '8D', '5 why', ""KPI's"", 'Reliability SAE Standards', 'Vehicle ergonomics', 'DVP&R', 'QCC', 'CNC engineering', 'Programming', 'anatomy', 'benchmarking', 'lean manufacturing', 'manufacturing process', 'cost analysis', 'packaging', 'process engineering', 'Product Development', 'surveys', 'validation', 'welding']","['University of Michigan Dearborn', 'Visvesvaraya Technological University']","['Master of Science', 'Bachelor of Engineering']","['06/2013', None]","[None, None]","[None, None]","['Manufacturing Systems Engineering', 'Mechanical Engineering']","['Company Name', 'Company Name']","[None, None]","['07/2017', '06/2013']","['08/2017', '06/2016']","[[""Delphi's SPQVC"", 'APQP', 'PFMEA', 'lean manufacturing'], ['APQP', 'DVP&R', 'PPAP', 'DFMEA', 'Toyota standards', 'SQD', 'quality tools']]","['Engineering Assistant', 'Engineer']","['City , State', 'City , State']","Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",,,,,,,,,,,,"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,4 to 5 years,,"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","Cisco
Linux
Operation & Maintenance of Server",0.683333333,"5 why, 8D, ANSYS, APQP, AutoCAD, C, CNC engineering, Catia, DVP&R, FMEA, GD&T, KPI's, Kaizen, Kanban, Microsoft office, Minitab, PPAP, Product Development, Product Project Management, Programming, QCC, R, Reliability SAE Standards, Toyota production systems, Vehicle ergonomics, anatomy, benchmarking, cost analysis, development, lean manufacturing, manufacturing process, packaging, process engineering, surveys, validation, welding."
,Would like to join any firm as a software developer in machine learning projects.,"['Machine Learning', 'Software Engineering', 'Python', 'Java', 'SAP', 'C programming']",['JNTU'],['B.Tech'],['2019'],['N/A'],['N/A'],['Computer Science'],['Accenture'],['N/A'],['Apr 2019'],['Dec 2020'],[['Software Engineering']],['Software Developer'],['N/A'],"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",,,,,,,,,,,,Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,Age at least 22 years,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.383333333,"C programming, Java, Machine Learning, Python, SAP, Software Engineering."
,,"['Python', 'Data Analytics', 'Predictive Analytics', 'Machine Learning', 'Artificial Intelligence', 'Natural Language Processing', 'Deep Learning', 'Data Analysis', 'Business Analytics', 'Portfolio Analysis', 'Credit Risk Modeling', 'Fraud Detection', 'R Programming', 'SQL', 'Linux', 'PySpark']","['Amity University, Noida']",['B.Tech'],['2021'],['N/A'],['N/A'],['Computers'],"['KPG Solutions Pvt Ltd', 'ICT Academy']","[None, None]","['Jan 2020', 'Jun 2019']","['March 2021', 'Sep 2019']","[['Deep Learning', 'Machine Learning', 'Data Science'], ['Cloud Administration', 'Amazon Web Services']]","['Deep Learning Engineer Intern', 'Summer Trainee - Cloud Administration']","['N/A', 'N/A']","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,,,,,,,,,,,Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),,Age 20 to 35 years,"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,0.85,"Artificial Intelligence, Business Analytics, Credit Risk Modeling, Data Analysis, Data Analytics, Deep Learning, Fraud Detection, Linux, Machine Learning, Natural Language Processing, Portfolio Analysis, Predictive Analytics, PySpark, Python, R Programming, SQL."
,Recently graduated fresher experienced in Machine Learning and Natural Language Processing looking for roles that involve projects in the same.,"['Python Programming', 'Machine Learning', 'Natural language Processing', 'Numpy', 'NLTK', 'Text Analysis', 'Transformers', 'Series Analysis', 'Conversational AI']",['KCCE University'],['B.Tech'],['2019'],['N/A'],['N/A'],['Computers'],['eLevaTe LtD.'],[None],['Apr 2019'],['till date'],"[['Machine Learning', 'Natural Language Processing']]",['Machine Learning Developer'],['N/A'],"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","['Machine Learning', 'Big Data Analytics']","['Py-Thonist', None]","[None, None]","[None, None]",,,,,,,,Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm",2 to 4 years,,"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","Having CACC from reputed CA Firm
Internal Audit and Compliance",0.35,"Conversational AI, Machine Learning, NLTK, Natural language Processing, Numpy, Python Programming, Series Analysis, Text Analysis, Transformers."
,,"['ProEngineer/CREO', 'MiniTab', 'MS Office Suite', 'MS Project', 'MS Visio', 'Injection Molding', 'Trackwise', 'Catsweb', 'Manufacturing', 'Assembly', 'Automation', 'Budget', 'Calibration', 'CNC', 'Coaching', 'Stat Graphics', 'Process Engineering', 'Manufacturing process development and improvement', 'Manufacturing yield improvement', 'CIP']","['UNIVERSITY OF VIRGINIA', 'COLBY COLLEGE']","['Master of Science', 'Bachelor of Arts']","['N/A', 'N/A']","['N/A', 'N/A']","['N/A', 'N/A']","['Mechanical Engineering', 'Physics and Biology']","['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None, None, None, None]","['April 2014', 'March 2011', 'September 2007', 'February 2005', 'September 2003', 'July 2002', 'September 2000']","['Current', 'April 2014', 'March 2011', 'September 2007', 'February 2005', 'September 2003', 'July 2002']","[['Quality Engineering', 'Compliance', 'NCR Investigations', 'CAPA implementation', 'Calibration'], ['Process Control', 'Automation', 'Injection Molding', 'CNC machining', 'Chemical Processing', 'Technological Expertise'], ['Drafting', 'Custom Tool Production', 'Milling', 'Injection Molding', 'Clean Room Engineering'], ['Process Development and Improvement', 'Automation', 'Validation', 'Production', 'Software Improvement'], ['Automation', 'System Design', 'Labview'], ['Patent Review', 'Compliance', 'Communication'], ['Sol-gel Production', 'Array Design', 'Instrumentation Development', 'Material Testing']]","['Manager, Quality Engineering', 'Senior Engineer II', 'Senior Engineer I', 'Process Engineer II', 'Research Engineer', 'Patent Examiner', 'Graduate Research Assistant']","['City , State', 'City , State', 'City , State', 'City , State', 'City , State', 'City , State', 'City , State']","Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",,,,,,,,,,,,Executive - VAT,BBA in Accounting and Finance,1 to 3 years,,"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",VAT and Tax,0.65,"Assembly, Automation, Budget, CIP, CNC, Calibration, Catsweb, Coaching, Injection Molding, MS Office Suite, MS Project, MS Visio, Manufacturing, Manufacturing process development and improvement, Manufacturing yield improvement, MiniTab, ProEngineer/CREO, Process Engineering, Stat Graphics, Trackwise."
,,"['Data Science', 'Data Analysis', 'Machine Learning', 'Deep Learning', 'Statistical Analysis', 'Data Mining', 'Computer Vision', 'Algorithm Development', 'Linear Regression', 'Market Basket Analysis', 'Python', 'R', 'SQL', 'NoSQL']","['Delhi College of Art', 'Aegis School of Business & Data Science']","['B.Com', 'PG Diploma']","['2017', '2019']","['N/A', 'N/A']","['N/A', 'N/A']","['Commerce', 'Data Science and Business Analytics']","['HP', 'Adnet Global']","[None, None]","['Feb 2020', 'Jan 2019']","['till date', 'Dec 2019']","[['Python'], ['Python', 'OpenCV', 'dlib']]","['Lead Data Scientist', 'Data Scientist']","['N/A', 'N/A']","Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits",,,,,,,,,,,,Civil Engineer,B.Sc in Civil Engineering from a reputed university.,At least 5 years,Age at least 30 years,"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits","AutoCAD
ETABS
Microsoft Office Suite
MS Project",0.313333333,"Algorithm Development, Computer Vision, Data Analysis, Data Mining, Data Science, Deep Learning, Linear Regression, Machine Learning, Market Basket Analysis, NoSQL, Python, R, SQL, Statistical Analysis."
