address,career_objective,skills,educational_institution_name,degree_names,passing_years,educational_results,result_types,major_field_of_studies,professional_company_names,company_urls,start_dates,end_dates,related_skils_in_job,positions,locations,responsibilities,extra_curricular_activity_types,extra_curricular_organization_names,extra_curricular_organization_links,role_positions,languages,proficiency_levels,certification_providers,certification_skills,online_links,issue_dates,expiry_dates,job_position_name,educationaL_requirements,experiencere_requirement,age_requirement,responsibilities1,skills_required,matched_score,skills_text
,"Seeking a long term position. Supervise/manage planning departments for 10 years and improvements were seen in production rates and shipments. Manage/supervise estimating and quoting departments and reduced costs. Experience in reviewing documentation such as BOM's, routings, SOP's, routings, and change management, which led to reduced costs and improved deliveries. Implement a demand/capacity system and electronic work instruction system, which led to faster shipments to the customer. Experience includes ISO, Lean, Six Sigma, and APICS environments. MRP/ ERP systems include WDS, Syteline, Microsoft Great Plains, and others.","['Adobe Acrobat', 'AutoCAD', 'CMS', 'customer relations', 'delivery', 'designing', 'documentation', 'drafting', 'electronics', 'Train employees', 'ERP', 'Great Plains', 'Maintain inventory', 'inventory control', 'Manufacturing engineer', 'Access', 'Excel', 'Outlook', 'PowerPoint', 'SharePoint', 'Windows', 'Word', 'MRP', 'Protel', 'purchasing', 'quality', 'receiving', 'research', 'router', 'scheduling', 'shipping', 'Supervisor', 'test equipment', 'wiring']",['Langston University'],['Bachelor of Business Administration'],['1996'],['3.5'],['GPA'],[None],"['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None, None, None, None]","['May 2015', 'May 1996', 'June 1995', 'July 1994', 'December 1992', 'January 1988', 'January 1981']","['August 2017', 'March 2015', 'May 1996', 'June 1995', 'July 1994', 'January 1992', 'January 1988']","[['Maintain inventory', 'Manufacturing Orders'], ['Supervise Planning Departments', 'customer relations', 'paperless manufacturing system', 'MRP software'], ['Determine labor requirements', 'order', 'maintain inventories', 'schedule work'], ['plan', 'purchase', 'production engineering', 'shipping/receiving', 'drafting'], ['Determine labor requirements', 'Plan ship dates', 'order and maintain inventories'], ['Plan work schedule', 'Manage people'], ['Plan products', 'testing', 'assembly', ""designing BOM's"", 'router']]","['Engineering Planning Manager', 'Senior Manufacturing Project Engineer', 'Production Planner', 'Production Manager', 'Department Supervisor/Planner', 'Production Supervisor', 'Manufacturing Engineer']","['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State']","Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",,,,,,,"['SharePoint', 'Adobe Acrobat', 'MRP/ERP', 'Altium/Protel', 'Excel', 'AutoCAD', 'Word', 'CompliantPro', 'PowerPoint', 'Shop Floor Control', 'Access', 'Polydyne Quote Software', 'Windows', 'WDS MRP Software', 'Outlook', 'Syteline MRP Software', 'Project', 'MS Great Plains']","[['Advanced'], ['Advanced'], ['Advanced'], ['Intermediate'], ['Advanced'], ['User'], ['Intermediate'], ['Advanced'], ['Intermediate'], ['Advanced'], ['User'], ['Intermediate'], ['Advanced'], ['Advanced'], ['Advanced'], ['Intermediate'], ['Intermediate'], ['Intermediate']]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",Marketing Officer,Bachelor/Honors,At least 1 year,,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.443333333,"Access, Adobe Acrobat, AutoCAD, CMS, ERP, Excel, Great Plains, MRP, Maintain inventory, Manufacturing engineer, Outlook, PowerPoint, Protel, SharePoint, Supervisor, Train employees, Windows, Word, customer relations, delivery, designing, documentation, drafting, electronics, inventory control, purchasing, quality, receiving, research, router, scheduling, shipping, test equipment, wiring."
,,"['budgeting', 'CAD', 'construction management', 'engineer', 'film', 'hiring', 'inspection', 'laser', 'machinery', 'managing', 'mechanical', 'negotiations', 'processes', 'process improvement', 'project management', 'quality', 'simulation', 'SPC', 'strategy', 'supervision', 'system administrator', 'Paper converting equipment', 'Facility and plant modifications', 'DMF and Project Work Process', 'Written and verbal communication skills', 'AutoCAD', 'Excel']",['University of Idaho - School of Engineering'],['Bachelor of Science'],['N/A'],['N/A'],['N/A'],['Mechanical Engineering'],"['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None, None, None, None]","['May 2011', 'January 2009', 'November 2005', 'November 2000', 'January 1993', 'November 1992', 'January 1984']","['Current', 'May 2011', 'January 2009', 'November 2005', 'November 2000', 'January 1993', 'November 1992']","[['project management', 'capital projects', 'engineering talent', 'venture summaries', 'hiring'], ['safe work performance', 'contract adherence', 'maintenance group', 'lubrication', 'precision maintenance work', 'sustainable PM processes', 'BOMs', 'procedure based job plans'], ['PM program', 'mechanical work standards', 'job plan library', 'CMMS', 'RCM methodology', 'CMMS system administration', 'tools development', 'PM processes'], ['laser patterning', 'lamination process', 'web handling', 'SPC strategy', 'GR&R practices', 'adhesive improvement', 'task force leadership'], ['budgeting', 'capital improvement', 'construction management', 'vendor negotiations', 'installation and startup', 'project management'], ['utilization improvement plans'], ['design engineer', 'machinery development', 'equipment layouts', 'CAD installation', 'simulation models']]","['Engineering Manager', 'Manager - Maintenance and Reliability', 'Supervisor Reliability Engineer', 'Process & Tooling Engineer', 'Converting Plant Engineer', 'Senior Converting Analyst', 'Development Designer, Mechanical Engineer, Senior Mechanical Engineer']","['City , State', 'City , State', 'City , State', 'City , State', 'City , State', 'City , State', 'City , State']","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",,,,,,,,,,,,Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)",At least 15 years,Age at most 52 years,"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","AUDIT AND INSPECTION
Banking
Internal Audit",0.683333333,"AutoCAD, CAD, DMF and Project Work Process, Excel, Facility and plant modifications, Paper converting equipment, SPC, Written and verbal communication skills, budgeting, construction management, engineer, film, hiring, inspection, laser, machinery, managing, mechanical, negotiations, process improvement, processes, project management, quality, simulation, strategy, supervision, system administrator."
,,"['Results-oriented', 'Operations management', 'Client-focused', 'Excel in [areas of expertise]', 'Proficiency in [area]', 'accounting', 'accounting manager', 'accounting system', 'accounts payable', 'accounts receivable', 'auditing', 'bank reconciliations', 'cash receipts', 'documentation', 'E-mail', 'financial', 'mail', 'payables', 'personnel', 'processes', 'maintain files', 'spreadsheet', 'phone', 'treasury', 'written', 'yearend']","['National Education Center', 'University of Kerala']","['Associate Degree', 'Bachelor of Science degree']","[None, None]","[None, None]","[None, None]","['Accounting', 'Accounting']",['Company Name'],[None],[None],[None],"[['accounts receivable', 'accounts payable', 'cash receipts', 'bank reconciliations', 'financial department', 'treasury operations']]",['Accountant'],"['City , State']","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",,,,,,,,,,,,Network Support Engineer,"Diploma, Bachelor/Honors",At least 3 years,Age 25 to 35 years,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",0.816666667,"Client-focused, E-mail, Excel in [areas of expertise], Operations management, Proficiency in [area], Results-oriented, accounting, accounting manager, accounting system, accounts payable, accounts receivable, auditing, bank reconciliations, cash receipts, documentation, financial, mail, maintain files, payables, personnel, phone, processes, spreadsheet, treasury, written, yearend."
,"Fresher having knowledge in machine learning and natural language processing. Looking to join a role where I can learn from an well informed environment, experiment and produce promising results and work with different kinds of data.","['Data Analyst', 'Machine Learning', 'Data Mining', 'Data Science', 'Natural Language Processing', 'Data Visualization', 'Data Analysis']","['Sai Charan Singh University, Ludhiana', 'Sai Charan Singh University, Ludhiana']","['B.Tech', 'M.Tech']","['2017', '2019']","['N/A', 'N/A']","[None, None]","['Bio-Tech', 'Data Science']",['Telco'],[None],['May 2018'],['Dec 2018'],"[['Data Handling', 'Insights and Reports']]",['Trainee Intern'],['N/A'],"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",['Understanding Neural Networks'],['Nanyang University'],[None],[None],,,,,,,,Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,At least 4 years,,"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",0.35,"Data Analysis, Data Analyst, Data Mining, Data Science, Data Visualization, Machine Learning, Natural Language Processing."
,Data analyst actively seeking job roles related to data science and machine learning.,"['Data Analysis', 'Data Mining', 'Data Modeling', 'Data Processing', 'Machine Learning', 'Natural Language Processing', 'Artificial Intelligence', 'Statistics', 'SQL', 'Tableau', 'PowerBI']",['Bhimrao Sen College'],['BCA'],['2018'],[None],[None],[None],['TUC'],[None],['Jan 2018'],['Nov 2020'],"[['SQL', 'Tableau', 'Power BI']]",['Data Analyst'],[None],"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",['Other'],['IBM data Analytics'],[None],[None],,,,,,,,Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,3 to 5 years,Age at most 40 years,"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,0.65,"Artificial Intelligence, Data Analysis, Data Mining, Data Modeling, Data Processing, Machine Learning, Natural Language Processing, PowerBI, SQL, Statistics, Tableau."
,,"['Business Development & Sales Leadership', 'Sales Presentations', 'Client Development', 'Strategic Planning', 'Market Expansion', 'Team Building & Leadership', 'Client Engagement', 'Market Analysis/Competitive Positioning', 'Sales Forecasting', 'Vendor Sourcing/Relations', 'Change Management', 'Process Improvement', 'Profit Improvement', 'account management', 'streamline', 'business development', 'cold calling', 'compliance management', 'inventory management', 'inventory levels', 'inventory control', 'logistics', 'mailing', 'marketing strategies', 'process management', 'sales', 'VoIP']",['UNIVERSITY OF COLORADO'],['Bachelor of Arts'],['N/A'],['N/A'],['N/A'],['Business Administration'],"['Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None]","['January 2014', 'January 2013', 'January 2009', 'January 2008']","['January 2018', 'N/A', 'January 2013', 'January 2009']","[['strategies', 'sales', 'market share growth', 'client engagement', 'business development', 'market expansion', 'sales techniques', 'vendor relationships', 'logistics', 'staff management', 'DOT compliance'], ['sales activities', 'cold calling', 'qualifying', 'prospecting', 'drilling projects'], ['strategic leadership', 'team management', 'customer service', 'inventory control', 'marketing'], ['sales goals', 'customer service', 'inventory management', 'promotional marketing']]","['Director of Business Development', 'Inside Sales Representative', 'General Manager', 'Assistant Manager']","['City, State', 'City, State', 'City, State', 'City, State']","Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",,,,,,,,,,,,Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm",2 to 4 years,,"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","Having CACC from reputed CA Firm
Internal Audit and Compliance",0.683333,"Business Development & Sales Leadership, Change Management, Client Development, Client Engagement, Market Analysis/Competitive Positioning, Market Expansion, Process Improvement, Profit Improvement, Sales Forecasting, Sales Presentations, Strategic Planning, Team Building & Leadership, Vendor Sourcing/Relations, VoIP, account management, business development, cold calling, compliance management, inventory control, inventory levels, inventory management, logistics, mailing, marketing strategies, process management, sales, streamline."
,,"['Careful and active listener', 'Self-Starter & self-motivated', 'Hungry for growth and continuous learning', 'Proactive and energetic', 'Fluent in Spanish']","['University of California, Santa Cruz']",['Bachelors of Arts'],['2010'],[None],[None],['Sociology'],"['Company Name', 'Company Name', 'Company Name']","[None, None, None]","['09/2015', '03/2013', '07/2010']","['Current', '09/2015', '12/2012']","[None, None, None]","['Business Development Manager', 'Business Development Manager', 'Talent Acquisition Consultant / Account Executive']","['City , State', 'City , State', 'City , State']","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",['Club Membership'],['EOP Club'],[None],['Member'],['Spanish'],['Fluent'],,,,,,"Full Stack Developer (Python,React js)",Bachelor/Honors,3 to 7 years,,"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",,0.583333333,"Careful and active listener, Fluent in Spanish, Hungry for growth and continuous learning, Proactive and energetic, Self-Starter & self-motivated."
,,"['Hiring and retention', 'Training and development', 'Recruiting', 'Compensation/payroll', 'Employee relations', 'Exceptional interpersonal skills', 'Compensation administration', 'Personnel records maintenance', 'Affirmative Action compliance', 'New hire orientation', 'Mediation expertise', 'API', 'Approach', 'ATL', 'audio', 'backup', 'broadcast', 'C++', 'CLI', 'com', 'CA', 'Hardware', 'concept', 'Content', 'clients', 'documentation', 'dynamic HTML5', 'editing', 'XML', 'FTP', 'functional', 'drawing', 'GUI', 'http', 'IDs', 'Innovation', 'explorer', 'IP', 'JavaScript', 'json', 'LAN', 'MB', 'C#', 'MFC', 'office', 'Win', 'Windows', '2000', 'migration', 'NAS', 'OOP', 'page', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'specification', 'team management', 'threads', 'troubleshoot', 'Video', 'Video Editing', 'Visual C++', 'workflow', 'writer']","['Illinois Institute of Technology', 'National Institute of Technology']","['M.S', 'B.E']","['N/A', 'N/A']","['N/A', 'N/A']","['N/A', 'N/A']","['Computer Science', 'Electronics and Communication Engineering']","['Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None]","['September 2009', 'November 2005', 'August 1997', 'August 1994']","['Current', 'August 2009', 'October 2005', 'July 1997']","[['C++', 'OOP', 'XML', 'JSON', 'API', 'TCP', 'HTTP', 'JSON', 'threads'], ['C++', 'OOP', 'API', 'TCP', 'Jenkins'], ['C++', 'Win32', 'threads', 'codec', 'SDK', 'GUI'], ['C++', 'Windows']]","['Software Engineering Manager', 'Software Engineering Manager', 'Principal Software Engineer', 'Software Engineer']","['City, State', 'City, State', 'City, State', 'City, State']","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking",,,,,,,,,,,,"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),At least 3 years,,"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.65,"2000, API, ATL, Affirmative Action compliance, Approach, C#, C++, CA, CLI, Compensation administration, Compensation/payroll, Content, Employee relations, Exceptional interpersonal skills, FTP, GUI, Hardware, Hiring and retention, IDs, IP, Innovation, JavaScript, LAN, MB, MFC, Mediation expertise, NAS, New hire orientation, OOP, Personnel records maintenance, Proxy, Recruiting, SAN, Scrum, Training and development, Video, Video Editing, Visual C++, Win, Windows, XML, audio, backup, broadcast, clients, com, concept, documentation, drawing, dynamic HTML5, editing, explorer, functional, http, json, migration, office, page, rendering, servers, specification, team management, threads, troubleshoot, workflow, writer."
,"Associate Solution Advisor currently enrolled in PG for Data science, Knowledge in data manipulation, analysis, reporting and data visualization. In depth knowledge of tools used for production.","['Machine Learning', 'Data Analysis', 'Data Visualization', 'Risk Assessment', 'Debugging', 'Database Management', 'Access Control', 'IAM', 'Sail point', 'Java', 'Python', 'MySQL', 'MongoDB', 'Data Structures']","['Jyothi Institute of Engineering & Technology, Hyderabad']",['B.E. (Computers)'],['2019'],['N/A'],['N/A'],['Computers'],['Delta Info-nancial Services'],['N/A'],['Jun 2019'],['Ongoing'],"[['IAM solutions', 'SailPoint', 'Java', 'security alerts', 'requirements gathering', 'design & development']]",['SDE for Software Caging'],['N/A'],"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",,,,,,,['Microsoft Technology Associate'],[['Software Fundamentals']],[None],['N/A'],[None],Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,At least 4 years,,"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",0.816666667,"Access Control, Data Analysis, Data Structures, Data Visualization, Database Management, Debugging, IAM, Java, Machine Learning, MongoDB, MySQL, Python, Risk Assessment, Sail point."
,,"['Operations management', 'Change management', 'Inventory control', 'Policy/program development', 'Supervision and training', 'Sound judgment', 'Computersavvy', 'Calm under pressure', 'Complex problem solving', 'Motivational', 'Continuous Improvement', 'Out of the box thinking', 'Analytical and logical', 'Strong Leadership skills', 'Lean Manufacturing and Management', 'Six Sigma tools and methodologies', 'RCM', 'FMEA', 'DMAIC', 'PFD', 'Six Sigma Certified', 'Microsoft Office 2003-2011', 'Microsoft Visio, 2008-2010', 'Business Objects', 'SAP', 'Apple Lion', 'Pages', 'Keynote', 'Numbers', 'Microsoft Access 2010', 'Visual Studio 2008-2010', 'Microsoft Project', 'Netbeans', 'TextPad', 'SQL Server 2008', 'PowerSteering', 'Tango', 'HTML', 'Css', 'Java', 'Java Script', 'C++', 'VB.NET', 'ASP.NET', 'Web Design 1', 'Web Design 2', 'Algorithms', 'Software Engineering', 'VB.NET', 'ASP.NET', 'Apple', 'Budget Management', 'Business Objects', 'C++', 'Calculator', 'Coach', 'interpersonal skills', 'Continuous Improvement', 'Css', 'client', 'customer relations', 'customer service', 'documentation', 'Facilities Management', 'Financial Reporting', 'GUI', 'HTML', 'Human Resource Management', 'HR', 'Inventory', 'inventory levels', 'Inventory Control', 'Java', 'Java 1', 'Java 2', 'Java Script', 'Leadership skills', 'Lean Manufacturing', 'managing', 'manufacturing process', 'materials', 'Microsoft Access', 'Microsoft Office', 'Microsoft Project', 'Microsoft Visio', 'Works', 'personnel', 'policies', 'problem-solving skills', 'processes', 'project management', 'Purchasing', 'quality', 'maintain records', 're-engineering', 'repairs', 'reporting', 'safety', 'SAP', 'Six Sigma', 'Software Engineering', 'software training', 'SQL Server', 'supervision', 'supply chain', 'supply chain management', 'Tango', 'user support', 'Visual Studio', 'water treatment', 'Web Design 1', 'Web Design 2', 'websites']","['McFord University', 'McFord University', 'University Of Phoenix College']","['B.S', 'M.S', 'B.S.I.T']","['2005', '2010', '2012']","['3.6', '3.7', '3.7']","[None, None, None]","['Mechanical Engineering', 'Electrical Engineering', 'Software Engineering']","['Company Name', 'Company Name', 'Company Name']","[None, None, None]","['July 2013', 'September 2012', 'November 1981']","['January 2016', 'July 2013', 'October 2011']","[['Engineering processes', 'Software utilization', 'Technical resource', 'Supply chain', 'Six Sigma', 'Lean manufacturing', 'Reliability engineering', 'Plant operations', 'Cost savings', 'Preventive maintenance', 'Supplier management'], ['Client management', 'Purchasing', 'Inventory Control', 'Human Resource Management', 'IT', 'Productivity', 'Facilities Management', 'Safety'], ['Interpersonal skills', 'Team orientation', 'Union and Non-Union work environment', 'Analytical skills', 'Technical skills', 'Problem-solving skills', 'Leadership', 'Lean work environment']]","['Corporate Process/Systems Engineering Manager', 'SDI Site Operations Manager', 'Operations Group Manager']","['City, State', 'City, State', 'City, State']","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",['Volunteering'],['Red Cross'],[None],['Volunteer'],,,,,,,,Network Support Engineer,"Diploma, Bachelor/Honors",At least 3 years,Age 25 to 35 years,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",0.85,"ASP.NET, ASP.NET, Algorithms, Analytical and logical, Apple, Apple Lion, Budget Management, Business Objects, Business Objects, C++, C++, Calculator, Calm under pressure, Change management, Coach, Complex problem solving, Computersavvy, Continuous Improvement, Continuous Improvement, Css, Css, DMAIC, FMEA, Facilities Management, Financial Reporting, GUI, HR, HTML, HTML, Human Resource Management, Inventory, Inventory Control, Inventory control, Java, Java, Java 1, Java 2, Java Script, Java Script, Keynote, Leadership skills, Lean Manufacturing, Lean Manufacturing and Management, Microsoft Access, Microsoft Access 2010, Microsoft Office, Microsoft Office 2003-2011, Microsoft Project, Microsoft Project, Microsoft Visio, Microsoft Visio, 2008-2010, Motivational, Netbeans, Numbers, Operations management, Out of the box thinking, PFD, Pages, Policy/program development, PowerSteering, Purchasing, RCM, SAP, SAP, SQL Server, SQL Server 2008, Six Sigma, Six Sigma Certified, Six Sigma tools and methodologies, Software Engineering, Software Engineering, Sound judgment, Strong Leadership skills, Supervision and training, Tango, Tango, TextPad, VB.NET, VB.NET, Visual Studio, Visual Studio 2008-2010, Web Design 1, Web Design 1, Web Design 2, Web Design 2, Works, client, customer relations, customer service, documentation, interpersonal skills, inventory levels, maintain records, managing, manufacturing process, materials, personnel, policies, problem-solving skills, processes, project management, quality, re-engineering, repairs, reporting, safety, software training, supervision, supply chain, supply chain management, user support, water treatment, websites."
,,"['Mathematical modelling', 'Machine Learning', 'Predictive Analysis', 'Artificial Intelligence', 'AWS deployment', 'Data gathering', 'Data Mining', 'Python']",['Sanghvi College of Engineering'],['B.Tech'],['2019'],['N/A'],['N/A'],['N/A'],['BPM Foundation'],['N/A'],['Jun 2020'],['Ongoing'],"[['Data Sampling', 'Management of Agricultural Produce']]",['Data Manager'],['N/A'],"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration",,,,,,,,,,,,Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,5 to 10 years,Age 30 to 40 years,"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",0.65,"AWS deployment, Artificial Intelligence, Data Mining, Data gathering, Machine Learning, Mathematical modelling, Predictive Analysis, Python."
P.O BOX 2200 ELDORET,,"['Web design technology', 'Database management system and administration', 'Programming in Java', 'Windows platforms programming', 'Linux programming', 'Database Programming', 'Python', 'Operating System knowledge', 'Data analysis techniques', 'Software development skills', 'Installation of hardware', 'Repair and maintenance practice', 'Troubleshooting of hardware failure', 'Upgrading of hardware', 'Installation of network components', 'Cabling and laying of cables', 'IP addressing', 'Firewall setup', 'Troubleshooting a network failure', 'Network design', 'Office suite', 'Accounting packages', 'Improving Accounting and Internal Control Systems', 'Interpersonal and Communication Skills', 'Negotiating skills', 'Technical proposal writing skills', 'Monitoring and evaluation skills']","['Kibabii University', 'Masinde Muliro University of Science and Technology', 'World Wide Information Technology College', 'Kipsangui High', 'Kamagut Primary School']","['Masters of Science in Information Technology', ""Bachelor's Degree in Computer Science"", 'Certification in computer packages', 'KCSE', 'KCPE']","[None, '2011', '2007', '2005', '2001']","[None, None, 'Distinction', 'A- (A minus)', '50 points out of 60 points']","[None, None, None, None, None]","['Information Technology', 'Software Engineering', 'N/A', 'N/A', 'N/A']","['Kibabii University', 'Masinde Muliro University of Science and Technology', 'Eldoret Water and Sanitation Company Limited (ELDOWAS)', 'Hypertech Institute of Information and Technology', 'Electoral Commission of Kenya (ECK)', 'Centro Systems Ltd']","[None, None, None, None, None, None]","['2014', '2012', '2011', '2011', '2007', None]","[None, '2014', '2012', None, None, None]","[['Maintenance', 'Software Implementation'], ['AMIS and MOODLE implementation and configuration'], ['Software Implementation'], ['Tutoring, Computer Packages'], ['Clerical work'], ['Software Developer']]","['Technician and Instructor', 'Computer Technologist', 'Software Implementation Team Member', 'Tutor', 'Poling Clerk', 'Software Developer']","['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",,,,,"['English', 'Swahili', 'Kalenjin']","['Fluent', 'Fluent', 'Fluent']",,,,,,Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)",At least 15 years,Age at most 52 years,"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","AUDIT AND INSPECTION
Banking
Internal Audit",0.85,"Accounting packages, Cabling and laying of cables, Data analysis techniques, Database Programming, Database management system and administration, Firewall setup, IP addressing, Improving Accounting and Internal Control Systems, Installation of hardware, Installation of network components, Interpersonal and Communication Skills, Linux programming, Monitoring and evaluation skills, Negotiating skills, Network design, Office suite, Operating System knowledge, Programming in Java, Python, Repair and maintenance practice, Software development skills, Technical proposal writing skills, Troubleshooting a network failure, Troubleshooting of hardware failure, Upgrading of hardware, Web design technology, Windows platforms programming."
