address,career_objective,skills,educational_institution_name,degree_names,passing_years,educational_results,result_types,major_field_of_studies,professional_company_names,company_urls,start_dates,end_dates,related_skils_in_job,positions,locations,responsibilities,extra_curricular_activity_types,extra_curricular_organization_names,extra_curricular_organization_links,role_positions,languages,proficiency_levels,certification_providers,certification_skills,online_links,issue_dates,expiry_dates,job_position_name,educationaL_requirements,experiencere_requirement,age_requirement,responsibilities1,skills_required,matched_score,skills_text
,"A curiosity-driven data scientist, eager to leverage machine learning and data analytics to extract meaningful insights, make informed decisions and solve challenging business problems. I ensure to contribute with my knowledge, logical thinking and analytical skills towards the consistent growth and development of the organization, and enhance my experience through continuous learning and teamwork.","['Data Analysis', 'Machine learning', 'Data Mining', 'Natural Language Processing', 'Linear Regression', 'Cluster Analysis', 'Correlation Analysis', 'Logistic Regression', 'Principal Component Analysis', 'Anova', 'Neural Networks', 'R', 'Python', 'MySQL', 'Tableau', 'Excel', 'SPSS', 'Decision tree']","['MamCO University', 'MamCO University']","['BSc(CA)', 'MSc(CA)']","['2018', '2020']","['N/A', 'N/A']","['N/A', 'N/A']","['Computer Applications', 'Computer Applications']",['KPMMC Inc.'],['N/A'],['Aug 2020'],['Ongoing'],"[['Natural Language Processing', 'Python', 'Machine learning']]",['Machine Learning Junior Developer'],['N/A'],"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",['Training'],['N/A'],[None],['Big Data Analysis Hadoop A-1 Level Certificate'],,,['N/A'],"[['Big Data Analysis', 'Hadoop']]",[None],['N/A'],[None],Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)",At least 15 years,Age at most 52 years,"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","AUDIT AND INSPECTION
Banking
Internal Audit",0.676666667,"Anova, Cluster Analysis, Correlation Analysis, Data Analysis, Data Mining, Decision tree, Excel, Linear Regression, Logistic Regression, Machine learning, MySQL, Natural Language Processing, Neural Networks, Principal Component Analysis, Python, R, SPSS, Tableau."
,,"['Python', 'Machine Learning', 'Deep Learning', 'R', 'Computer Vision', 'Numpy', 'Panda', 'Matplotlib', 'MySQL', 'OpenCV', 'PyTorch']",['Punjab University'],['B.Tech'],['2019'],['N/A'],['N/A'],['Electrical'],"['Gruvil Technologies', 'DRDO']","['N/A', 'N/A']","['Apr 2020', 'Dec 2018']","['Ongoing', 'Jul 2019']","[['NLP', 'Data Scrapping', 'Python', 'Beautiful Soup'], ['Image Processing', 'Python', 'Satellite Imagery']]","['Intern Trainee', 'Intern Developer']","['N/A', 'N/A']","Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution","['Course', 'Course']","['N/A', 'N/A']","[None, None]","['Machine learning with Python', 'Neural Network applied in PyTorch']",,,,,,,,HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",,Age 18 to 30 years,"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",Human Resource Management,0.623333333,"Computer Vision, Deep Learning, Machine Learning, Matplotlib, MySQL, Numpy, OpenCV, Panda, PyTorch, Python, R."
,Recent Graduate testing and debugging machine learning models. I have worked on multiple projects and have contributed to the testing and quality control of models over time. I am looking to switch to a development role where I can exercise my skills.,"['Machine Learning', 'Data Analytics', 'Data Manipulation', 'Data Mining', 'Deep Learning', 'Algorithms', 'Selenium', 'Jenkins', 'Python', 'Java', 'SQL', 'Quality Control']","['National Institute Of Science And Technology, Rourkela']",['B.Tech'],['2019'],['N/A'],['N/A'],['Information Technology'],['Dass Systems'],['N/A'],['Jan 2020'],['Ongoing'],"[['Testing', 'Debugging', 'Parameter Tuning']]",['Junior Machine Learning Engineer'],['N/A'],"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,,,,,,['N/A'],[['Selenium']],['N/A'],['N/A'],['N/A'],Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,At least 5 year(s),,"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,0.85,"Algorithms, Data Analytics, Data Manipulation, Data Mining, Deep Learning, Java, Jenkins, Machine Learning, Python, Quality Control, SQL, Selenium."
,Understanding and solving problems has been one my core objectives since I started working. Exploring data and the different interpretation it can have is what amazes me. Currently interested Machine Learning developer and engineer roles.,"['Software Developer', 'Python', 'SQL', 'Machine Learning', 'Natural Language Processing', 'Java', 'SAP', 'HTML', 'API Design', 'Data Analysis', 'Matplotlib', 'Seaborn', 'Tableau']","['STC College, Pondicherry']",['BCA'],['2019'],['N/A'],['N/A'],['N/A'],['HCL'],['N/A'],['May 2019'],['Ongoing'],[['Data and Machine Learning']],['Junior SDE'],['N/A'],"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","['Course', 'Course', 'Course']","['N/A', 'N/A', 'N/A']","[None, None, None]","['A Gentle Introduction to Deep Learning Using Keras', 'Machine Learning A-Z™: HandsOn Python & R In Data Science', 'Deep Learning: Advanced NLP and RNNs']",,,,,,,,Asst. Manager/ Manger (Administrative),Bachelor/Honors,At least 5 years,Age at least 28 years,"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","•Administration
•Health Safety and Environment
•Safety and Security Management",0.716666667,"API Design, Data Analysis, HTML, Java, Machine Learning, Matplotlib, Natural Language Processing, Python, SAP, SQL, Seaborn, Software Developer, Tableau."
,I am currently working as a junior Machine Learning Engineer and I want to learn more about how Machine Learning projects impact real work scenarios.,"['Data Mining', 'Deep Learning', 'Machine Learning', 'Software Testing', 'Algorithms', 'Python', 'JIRA', 'NLP', 'SQL', 'Unsupervised learning', 'Clustering', 'Regression', 'Model Development', 'MLOPS']","['STES College of Engineering, Pune']",['B.Tech'],['2019'],['N/A'],['N/A'],['Electronics/Telecommunication'],['TSC Solutions'],['N/A'],['Oct 2019'],['Ongoing'],"[['Machine learning', 'Computer vision']]",['Junior Machine Learning Engineer'],['N/A'],"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking",,,,,,,,,,,,"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),At least 3 years,,"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.65,"Algorithms, Clustering, Data Mining, Deep Learning, JIRA, MLOPS, Machine Learning, Model Development, NLP, Python, Regression, SQL, Software Testing, Unsupervised learning."
,I am looking for a job switch to transition into Data Science and utilize my currents skills & learnings from my Master's course to solve new problems.,"['Data Analysis', 'EDA', 'Python', 'Machine Learning', 'SQL', 'NLP', 'MATLAB', 'C#', 'Node.Js', 'Statistics', 'Business Analytics', 'Predictive Modeling', 'Data Modeling']","['ACP College Of Engineering', ""John Moore's University""]","['B.Tech', 'MS']","['2017', '2020']","['N/A', 'N/A']","['N/A', 'N/A']","['Electrical', 'Artificial intelligence and Machine Learning']",['OCTILLION POWER SYSTEMS PVT LTD.'],[None],['Feb 2019'],['Till Date'],"[['Python', 'Chaco Plotting Library', 'Traits UI Library']]",['Development Engineer(Solutions)'],['N/A'],"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",,,,,,,['N/A'],[['Embedded Python']],[None],['N/A'],[None],Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,Age at least 22 years,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.65,"Business Analytics, C#, Data Analysis, Data Modeling, EDA, MATLAB, Machine Learning, NLP, Node.Js, Predictive Modeling, Python, SQL, Statistics."
,As a Data Analyst I always look into more innovative ways of finding figures and facts from data. I have also worked with some production based Machine learning application problems and I would like to involve myself more with such ventures.,"['Machine Learning', 'Artificial Intelligence', 'Python', 'Predictive Analytics', 'Statistical Modeling', 'Data Visualization', 'Data Analysis', 'Data Mining', 'Data Validation', 'Power Bi', 'Text Analytics', 'Data Modeling', 'Data Analyst']","['Gujarat University', 'Vellore Institute of Technology']","['B.Tech', 'M.Tech']","['2017', '2019']","[None, None]","[None, None]","[None, None]",['Volvo India Pvt. Ltd.'],[None],['May 2019'],['Till Date'],"[['Data Processing', 'Machine Learning', 'Data Pipeline Automation']]",['Data Analyst'],[None],"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","['Data Wrangling', 'Advanced Dashboard']","[None, None]","[None, None]","['Using Python', 'Using Tableau']",,,,,,,,"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),At least 3 years,,"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.85,"Artificial Intelligence, Data Analysis, Data Analyst, Data Mining, Data Modeling, Data Validation, Data Visualization, Machine Learning, Power Bi, Predictive Analytics, Python, Statistical Modeling, Text Analytics."
"10 King's College Road, Rm. 3302 Toronto, Ontario, M5S 3G4 Canada",,"['Python', 'Java', 'Julia', 'R', 'Matlab', 'Unix Shell Scripting (bash)', 'Linux', 'Mac OSX', 'Windows', 'LATEX', 'Weka']","['University of Toronto', 'University of Toronto', 'University of Pittsburgh']","['PhD', 'M.S.', 'B.S.']","['2017', '2013', '2010']","['3.83', '3.93', '3.73']","['GPA', 'GPA', 'GPA']","['Computer Science', 'Computer Science', 'Computer Science and Mathematics']","['Microsoft Research', 'University of Toronto, Department of Computer Science', 'University of Pittsburgh Department of Computer Science', 'University of Pittsburgh Department of Computer Science', 'Information Sciences Institute, University of Southern California']","[None, None, None, None, None]","['May 2016', 'August 2011', 'April 2008', 'September 2010', 'June 2010']","['August 2016', 'Present', 'May 2011', 'December 2010', 'August 2010']","[None, None, None, None, None]","['Research Intern', 'Research Assistant', 'Research Assistant', 'Directed Study', 'Research Assistant, DREU Program']","[None, None, None, None, None]","Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication",,,,,,,,,,,,Business Development Executive,Bachelor/Honors,1 to 3 years,Age 22 to 30 years,"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication","Fast typing skill
IELTSInternet browsing & online work ability.",0.383333333,"Java, Julia, LATEX, Linux, Mac OSX, Matlab, Python, R, Unix Shell Scripting (bash), Weka, Windows."
"1234 Thundar Lane S, Fargo, ND 58102",To obtain a computer engineering internship at XYZ Company that will utilize my problem-solving abilities and to further sharpen my skills in computer science.,"['Python', 'Java', 'HTML 5', 'SQL', 'C Programming', 'Excel', 'Access']",['North Dakota State University'],['Bachelor of Science'],['20XX'],['3.8'],['GPA'],"['Computer Science, Minor: Mathematics']","['IBM', 'NDSU IT']","[None, None]","['May 20XX', 'April 20XX']","['August 20XX', 'May 20XX']","[None, None]","['Software Engineering Intern', 'IT Help Desk Support']","['Minneapolis, Minnesota', 'Fargo, North Dakota']","Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",['Student Government'],['NDSU Student Government'],[None],['Student Senator'],,,,,,,,Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,At least 5 year(s),,"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,0.716666667,"Access, C Programming, Excel, HTML 5, Java, Python, SQL."
,,"['Embedded Software Development', 'Embedded Systems', 'Project Management', 'Change Management', 'Defect Management', 'Machine Learning', 'Unit Testing', 'C++', 'GIT', 'Data Structures', 'Python']","['Jawaharlal Nehru Technological University (JNTU)', 'Manipal University']","['B.Tech', 'M.Tech']","['2017', '2019']","['N/A', 'N/A']","['N/A', 'N/A']","['Telecommunication', 'Electrical']",['BOSE'],['N/A'],['Jan 2019'],['Aug 2019'],"[['Machine Learning', 'Data Structures']]",['Product Engineer Intern'],['N/A'],"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",['Certification'],['Emertxe'],['N/A'],['Certified Embedded Professional (ECEP)'],,,,,,,,Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,3 to 5 years,Age at most 40 years,"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,0.65,"C++, Change Management, Data Structures, Defect Management, Embedded Software Development, Embedded Systems, GIT, Machine Learning, Project Management, Python, Unit Testing."
,"I am a recent graduate who is interested and fascinated by Machine learning. I want to join this industry and be a part of it, learn and contribute towards both the growth of the company and me as an Individuals in terms of skills.","['Machine Learning', 'Deep Learning', 'Neural Networks', 'ML Algorithms', 'Python', 'NumPy', 'Scikit Learn', 'Matplotlib', 'Keras', 'Pandas', 'TensorFlow', 'Seaborn', 'Java', 'ReactJS', 'NodeJS']","['KTM College, Nashik (affiliated with Lucknow University)', 'SPP University, Pune']","['B.Sc', 'MCA']","['2019', '2021']","['N/A', 'N/A']","['N/A', 'N/A']","['Computer Science', 'Computers']",['E-Novate Labs'],['N/A'],['Aug 2020'],['Dec 2020'],"[['Neural Networks', 'Machine Learning', 'Image recognition']]",['Intern Trainee'],['N/A'],"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking",,,,,,,"['N/A', 'N/A']","[['Python Programming'], ['Python Programming']]","[None, None]","[None, None]","[None, None]","Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),At least 3 years,,"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.683333333,"Deep Learning, Java, Keras, ML Algorithms, Machine Learning, Matplotlib, Neural Networks, NodeJS, NumPy, Pandas, Python, ReactJS, Scikit Learn, Seaborn, TensorFlow."
"Address, City, Province, Country",,"['Python', 'C', 'Java', 'PostGreSQL', 'PL/pgSQL', 'SQLite', 'Microsoft Word', 'Microsoft Excel', 'Microsoft PowerPoint', 'Git', 'Visual Studio', 'Valgrind', 'Linux', 'Unix', 'Windows', 'MatLab', 'R', 'Javascript', 'HTML', 'WebGL', 'OpenGL']",['University of Victoria'],['Bachelor of Science'],['N/A'],['3.98'],['GPA'],['Computer Science'],['Department of Mathematics and Statistics'],['N/A'],['September 20XX'],['April 20XX'],"[['time management', 'written communication', 'accuracy']]",['Teaching Assistant'],"['City, Province']","Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",,,,,,,,,,,,Executive - VAT,BBA in Accounting and Finance,1 to 3 years,,"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",VAT and Tax,0.65,"C, Git, HTML, Java, Javascript, Linux, MatLab, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, OpenGL, PL/pgSQL, PostGreSQL, Python, R, SQLite, Unix, Valgrind, Visual Studio, WebGL, Windows."
,,"['Dataset Management', 'Requirements Gathering', 'Predictive Modeling', 'Data Mining', 'Data Insights', 'Artificial Intelligence', 'Programming Language', 'Process Improvement', 'Python']","['NIT Warangal', 'IIT Kanpur']","['B.Tech', 'M.Tech']","['2017', '2019']","['N/A', 'N/A']","['N/A', 'N/A']","['Metallurgy', 'N/A']",['TTR Innovation Labs'],['N/A'],['Apr 2018'],['till Date'],"[['Ontology', 'NLP', 'Defect detection', 'Classification']]",['Research Analyst'],['N/A'],"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",['Course'],['R Deep Learning and Neural networks'],['N/A'],['Introduction'],,,,,,,,Network Support Engineer,"Diploma, Bachelor/Honors",At least 3 years,Age 25 to 35 years,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",0.75,"Artificial Intelligence, Data Insights, Data Mining, Dataset Management, Predictive Modeling, Process Improvement, Programming Language, Python, Requirements Gathering."
,,"['Microsoft Office (Word, Excel, Power Point, Outlook)', 'Abila MIP Fund Accounting Software', 'QuickBooks, QuickBooks Pro, Quicken', 'ADP, Paychex, Payroll Experts, QuickBooks Payroll Systems']",['Arizona State University'],['Bachelor of Science'],['N/A'],['N/A'],['N/A'],['Business Management'],"['Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None]","['08/2012', '08/2008', '02/2007', '05/2002']","['Current', '08/2012', '06/2010', '02/2007']","[['Financial statement analysis', 'Account reconciliation', 'General ledger accounting', 'Time management', 'Organizational skills', 'Process Receivables', 'Process Retail Sales Revenue', 'Monthly financial statements and budget analysis', 'Monthly bank reconciliations', 'Prepare monthly Use Tax returns', 'General Ledger review', 'Streamline Procedures', 'Accounts Payable'], ['QuickBooks, QuickBooks Pro, Quicken', ""Worker's Compensation Audits"", 'Payroll functions', 'Sales Tax Reporting', 'Financial Statement Preparation', 'Bank Statement Reconciliations'], ['Accounts Receivable', 'Monthly billing', 'Accounts Payable verification', 'Payroll processing', 'Employee benefits management', 'COBRA documentation', 'Accounting duties'], ['Accounting Department management', 'Financial statement production', 'Payroll processing', 'Payroll tax reporting', 'Software implementation', 'Employee benefits program', 'Recruitment', 'Personnel management']]","['Staff Accountant', 'Independent Accounting Consultant', 'Accounting Manager/Human Resources', 'Accounting and Human Resources Manager']","['City , State', 'City , State', 'City , State', 'City , State']","Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits",,,,,,,,,,,,Civil Engineer,B.Sc in Civil Engineering from a reputed university.,At least 5 years,Age at least 30 years,"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits","AutoCAD
ETABS
Microsoft Office Suite
MS Project",0.6,"ADP, Paychex, Payroll Experts, QuickBooks Payroll Systems, Abila MIP Fund Accounting Software, Microsoft Office (Word, Excel, Power Point, Outlook), QuickBooks, QuickBooks Pro, Quicken."
,,"['Analytical reasoning', 'Budget forecasting expertise', 'Account reconciliation expert', 'Financial planner', 'Effective time management', 'Advanced computer proficiency (PC and Mac)', 'Strong organizational skills', 'Excellent managerial techniques', 'Microsoft Windows', 'Word', 'Excel', 'PowerPoint', 'Access', 'Adobe', 'Mac iOS', 'QuickBooks Pro 2015/2016/2017', 'Profit Pluss 2k8', 'SAP', 'Lacerte', 'ComplyRight', 'Real Estate P.M.A.S.', 'AppFolio', 'ADP Ezlabor', 'ADP Payroll']","['Andrés Bello Catholic University', 'Andrés Bello Catholic University', 'Saint Anthony of La Florida', 'Fred Pryor Seminars & Career Track', 'KPMG', 'Andrés Bello Catholic University']","['BBA', 'Course', 'High School Diploma', 'Seminar', 'Seminar', 'Seminar']","['2014', '2009', '2008', '2016', '2014', '2013']","['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']","['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']","['Accounting', 'Informatics Engineering', 'Science', 'California Payroll Law', 'Tax Planning and Prepaid Taxes', 'SAP']","['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None, None]","['04/2017', '02/2017', '10/2016', '10/2016', '05/2010']","['Current', 'Current', '04/2017', '04/2017', '08/2016']","[['QuickBooks', 'GAAP'], [], ['Excel'], ['Accounts receivable', 'Audits'], []]","['Accountant', 'Accountant', 'Bookkeeper', 'Controller Assistant', 'Controller']","['City, State', 'City, State', 'City, State', 'City, State', 'City, State']","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,,,,"['Spanish', 'English', 'Portuguese']","['Bilingual', 'Bilingual', 'Fluent reading/writing']",['Venezuela'],[[]],[None],['2014'],['2015'],Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,3 to 5 years,Age at most 40 years,"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,0.65,"ADP Ezlabor, ADP Payroll, Access, Account reconciliation expert, Adobe, Advanced computer proficiency (PC and Mac), Analytical reasoning, AppFolio, Budget forecasting expertise, ComplyRight, Effective time management, Excel, Excellent managerial techniques, Financial planner, Lacerte, Mac iOS, Microsoft Windows, PowerPoint, Profit Pluss 2k8, QuickBooks Pro 2015/2016/2017, Real Estate P.M.A.S., SAP, Strong organizational skills, Word."
"Portland, OR","Flexible, autonomous graduate with an MS in Computer Science looking to leverage experience building responsive and scalable web apps to solve problems that delight end-users. Motivated to learn from senior engineers while sharing innovative ideas in an environment like Odoo that values personal growth.",[],"['Portland State University', 'University of Pittsburgh']","['M.S.', 'B.S.']","['2020', '2018']","['N/A', 'N/A']","['N/A', 'N/A']","['Computer Science', 'Computer Science']","['FreshDirect', 'Marketing Science Associates']","[None, None]","['April 2018', 'April 2017']","['September 2018', 'September 2017']","[[], []]","['Full Stack Engineer Intern', 'Full Stack Engineer Intern']","['Portland, OR', 'Pittsburgh PA']","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking",,,,,,,,,,,,"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),At least 3 years,,"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.583333333,.
,,"['Software Development', 'Data Science', 'Data Analysis', 'Data Structure', 'Business Analytics', 'Artificial Intelligence', 'Machine Learning', 'Software Engineering', 'Java', 'Powerbi', 'Tableau', 'SQL', 'DBMS', 'Deep learning']","['HEM College, Indore']",['B.Tech'],['2020'],['N/A'],['N/A'],['N/A'],['ZoomBot'],[None],['Nov 2020'],['till date'],[None],['Intern at Machine Learning and cognitive division'],['N/A'],"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",['Achievement'],['Data Analyst Python Programming'],[None],['N/A'],,,,,,,,Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),,Age 20 to 35 years,"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,0.783333333,"Artificial Intelligence, Business Analytics, DBMS, Data Analysis, Data Science, Data Structure, Deep learning, Java, Machine Learning, Powerbi, SQL, Software Development, Software Engineering, Tableau."
,,"['Business Strategy', 'Consulting', 'Excel', 'Capital Markets', 'Investment Banking', 'Investment Research', 'Statistics', 'Strategy Consulting', 'VBA', 'Python', 'MATLAB', 'Machine Learning']","['UNIVERSITY OF DELHI, DELHI']",['B.Tech'],['2018'],['N/A'],['N/A'],['Computers'],"['GDMNS', 'EluCIDATA']","['N/A', 'N/A']","['Oct 2019', 'Jan 2018']","['Ongoing', 'Sep 2019']","[None, ['Python', 'R']]","['Strategy Analyst', 'Data Scientist']","['N/A', 'N/A']","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,,,,,,['N/A'],[None],[None],['N/A'],[None],AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.",,,"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",0.716666667,"Business Strategy, Capital Markets, Consulting, Excel, Investment Banking, Investment Research, MATLAB, Machine Learning, Python, Statistics, Strategy Consulting, VBA."
