address,career_objective,skills,educational_institution_name,degree_names,passing_years,educational_results,result_types,major_field_of_studies,professional_company_names,company_urls,start_dates,end_dates,related_skils_in_job,positions,locations,responsibilities,extra_curricular_activity_types,extra_curricular_organization_names,extra_curricular_organization_links,role_positions,languages,proficiency_levels,certification_providers,certification_skills,online_links,issue_dates,expiry_dates,job_position_name,educationaL_requirements,experiencere_requirement,age_requirement,responsibilities1,skills_required,matched_score,skills_text
,"strong willingness to exhibit my proficiency in Analytical tools, Statistics and Computing Methodologies in the professional environment.","['Python', 'Webscrapping', 'PowerBI', 'Data Cleaning', 'Data Preparation', 'Data Analysis', 'Predictive Modeling', 'Data Analytics', 'Pivot Table', 'SQL', 'PostgreSQL', 'Analytics', 'Excel', 'Machine Learning', 'XML']",['Mumbai University'],['Bachelor of Science'],['2020'],['N/A'],['N/A'],['Statistics'],['Dell Technologies'],['N/A'],['Jul 2019'],['Sep 2020'],[['Creating dashboards for sales and profits']],['Junior Analyst'],['N/A'],"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",,,,,,,['N/A'],"[['R', 'Python', 'PowerBI']]",['N/A'],['N/A'],[None],"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,4 to 5 years,,"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","Cisco
Linux
Operation & Maintenance of Server",0.85,"Analytics, Data Analysis, Data Analytics, Data Cleaning, Data Preparation, Excel, Machine Learning, Pivot Table, PostgreSQL, PowerBI, Predictive Modeling, Python, SQL, Webscrapping, XML."
,,"['Architecting best practice technical solutions', 'Technical program management', 'QA/QM', 'Client management', 'Vendor management', 'Testing and commissioning planning and execution', 'Team leadership / cross-team collaboration', 'Engineering cost estimating', 'Engineering resource management and forecasting', 'Process improvement']",['University of California at Santa Barbara'],['Bachelor of Science'],['1990'],['N/A'],['N/A'],['Electrical and Computer Engineering'],"['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None, None, None]","['01/2014', '01/2011', '07/2003', '07/1999', '07/1992', '06/1991']","['Current', '12/2013', '12/2010', '06/2003', '06/1999', '06/1992']","[None, None, None, None, None, None]","['Regional Engineering Manager', 'Engineering Supervisor', 'Senior Engineer', 'Systems Engineer II', 'Control Systems Engineer I / II', 'Associate Systems Engineer']","['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State']","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking",,,,,,,,,,,,"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),At least 3 years,,"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.816666667,"Architecting best practice technical solutions, Client management, Engineering cost estimating, Engineering resource management and forecasting, Process improvement, QA/QM, Team leadership / cross-team collaboration, Technical program management, Testing and commissioning planning and execution, Vendor management."
,"Machine Learning Engineer seeking assignments Deep Learning, Reinforcement Learning, Tensorflow. Keras.","['Artificial Intelligence', 'Deep Learning', 'Reinforcement Learning', 'Tensorflow Keras', 'Scikit learn', 'Numpy', 'Pandas', 'Matplotlib']","['IIIT D&M Kancheepuram, Chennai']",['B.Tech(IT)'],['2019'],['N/A'],['N/A'],['Information Technology'],['Larsen & Toubro'],['N/A'],['Dec 2019'],['Till Date'],"[['OCR', 'Machine Learning']]",['Analyst Intern'],['N/A'],"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",['Scholarship'],['KSST'],['N/A'],['Scholar'],,,,,,,,Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,At least 4 years,,"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",0.75,"Artificial Intelligence, Deep Learning, Matplotlib, Numpy, Pandas, Reinforcement Learning, Scikit learn, Tensorflow Keras."
,,"['Econometrics', 'Problem Solving', 'Data Analytics', 'Data Modeling', 'Data Validation', 'Data Reporting', 'Business Intelligence', 'Data Manipulation', 'Data Mining', 'Machine Learning', 'R Programming', 'SQL', 'Oracle', 'Scorecard', 'IFRS']","['Shaheed Bhagat Singh College (M), University of Delhi', 'Indian Statistical Institute (ISI), Delhi']","['B.A (Economics)', 'MSc (Economics)']","['2017', '2019']","['N/A', 'Gold Medalist']","['N/A', 'N/A']","['Economics', 'Economics']",['Home Credit India Finance'],['N/A'],['Nov 2019'],['Till Date'],"[['Data Analytics', 'Machine Learning']]",['Finance Technology Expert'],['N/A'],"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",['Award'],"['Indian Statistical Institute (ISI), Delhi']",['N/A'],['Gold Medalist'],,,,,,,,Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),,Age 20 to 35 years,"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,0.85,"Business Intelligence, Data Analytics, Data Manipulation, Data Mining, Data Modeling, Data Reporting, Data Validation, Econometrics, IFRS, Machine Learning, Oracle, Problem Solving, R Programming, SQL, Scorecard."
,,"['python', 'C++', 'Haskell', 'PyTorch', 'JAX', 'Pandas', 'scikit-learn', 'matplotlib', 'Linux', 'bash', 'Unity', 'HPC', 'git']","['University of Southern California, Viterbi School of Engineering, CACS Research Group', 'The University of Tokyo, User Interface Research Group', 'The University of Tokyo']","['Ph.D. in Computer Science', 'Master in Computer Science', 'Bachelor in Physics']","['2023', '2017', '2015']","[None, None, None]","[None, None, None]","['Computer Science', 'Computer Science', 'Physics']","['Meta Inc.', 'Cepton Inc.', 'Meta Inc.', 'Cepton Inc.', 'USC Vision & Graphics Lab', 'Institute of Science and Technology Austria', 'University of Tokyo']","[None, None, None, None, None, None, None]","['Nov 2023', 'May 2023', 'June 2022', 'Jan. 2022', 'Aug. 2017', 'Jul. 2016', 'Mar. 2015']","['present', 'Oct 2023', 'Aug. 2022', 'Apr. 2022', 'Dec. 2017', 'Jan. 2017', 'Jan. 2016']","[[], ['C++', 'C', 'Python', 'Machine Learning'], ['PyTorch', 'Caffe 2'], ['Python', 'C++'], ['PyTorch'], ['C++'], ['Unity', 'Oculus VR']]","['Research Scientist', 'Software Engineer', 'Machine Learning Engineer Intern', 'Software Engineer Intern', 'Research Assistant', 'Research Intern', 'Research Assistant']","[None, None, None, None, None, None, None]","Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",,,,,"['Japanese', 'English']","['Native', 'Professional working proficiency']",,,,,,Executive - VAT,BBA in Accounting and Finance,1 to 3 years,,"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",VAT and Tax,0.383333333,"C++, HPC, Haskell, JAX, Linux, Pandas, PyTorch, Unity, bash, git, matplotlib, python, scikit-learn."
,,"['Executive Decision Maker', 'Process Design & Improvement', 'New Product Development', 'Strategic Planning & Development', 'Lean & Six Sigma Practitioner', 'Product Design', 'Budgetary and Policy Development', 'Automation Design', 'Quality Control', 'Project Management & Execution', 'Economic Analysis', 'Ergonomic and Safety Conscious']","['KELLER GRADUATE SCHOOL OF MANAGEMENT, DEVRY UNIVERSITY', 'MINNESOTA STATE UNIVERSITY', 'NORTHWEST IOWA COMMUNITY COLLEGE']","['Master of Business Administration', 'Bachelor of Science', 'Manufacturing Engineering Technology']","['2010', '2004', '1997']","['3.6', '3.5', 'N/A']","['GPA', 'GPA', 'N/A']","['Project & Program Management', 'Political Science', 'Manufacturing Engineering Technology']","['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None, None]","['10/2012', '05/2011', '01/2010', '01/2008', '01/2004']","['03/2014', '08/2012', '01/2011', '01/2010', '01/2008']","[['Project Management', 'Design Engineering', 'New Product Development', 'Process Development'], ['Project Management', 'Automation Design', 'Resource Allocation'], ['Productivity Improvement', 'Resource Capability', 'Lean', 'Six Sigma'], ['Process Improvement', 'Product Development', 'Cost Containment'], ['Process Improvement', 'Quality Control', 'Automation Design']]","['Engineering Manager', 'Project Manager', 'Senior Manufacturing Engineer', 'Senior Manufacturing Engineer', 'Manufacturing Engineer']","['Boyden, IA', 'Oshkosh, WI', 'Jackson, MN', 'Spencer, IA', 'Emmetsburg, IA']","Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",['Robotics Coaching'],['Spencer for STEM'],[None],"['CoFounder, Coach, and Mentor']",,,,,,,,Marketing Officer,Bachelor/Honors,At least 1 year,,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.576666667,"Automation Design, Budgetary and Policy Development, Economic Analysis, Ergonomic and Safety Conscious, Executive Decision Maker, Lean & Six Sigma Practitioner, New Product Development, Process Design & Improvement, Product Design, Project Management & Execution, Quality Control, Strategic Planning & Development."
,,"['Electronic & Mechanical Technology', 'Maintenance Management', 'Project Management', 'Program Management', 'Lean/six sigma principles', 'Mechanical Component Troubleshooting', 'Quality Assurance/Control', 'Material Management', 'Staff Development/Leadership', 'Technical Interface', 'Safety Compliance', 'Microsoft Office', 'Microsoft Project', 'Microsoft Access', 'SAP', 'SharePoint']","['Eastern New Mexico University', 'Embry-Riddle Aeronautical University', 'Enterprise Community College']","['MBA', 'Bachelor of Science', 'Associate of Science']","['2015', '2008', '2004']","['N/A', 'N/A', 'N/A']","['N/A', 'N/A', 'N/A']","['N/A', 'Professional Aeronautics', 'Airframe & Power Plant Technology']","['Company Name', 'Company Name', 'Company Name']","[None, None, None]","['02/2018', '08/2011', '03/2001']","['Current', '02/2018', 'Current']","[['Project Management', 'Engineering', 'Technical Coordination'], ['Aircraft Maintenance', 'Technical Support', 'Engineering Change Management', 'Project Planning'], ['Aircraft Maintenance', 'Technical Supervision', 'Quality Control', 'System Calibration']]","['Engineering Project Manager III', 'Field Engineer/Maintenance Support Engineer', 'Aircraft Mechanic / Electrician / Avionics Technician']","['City, State', 'City, State', 'State']","Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",,,,,,,"['FCC', 'A&P']","[None, None]","[None, None]","['N/A', 'N/A']","[None, None]",Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,At least 5 years,Age at least 24 years,"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","AutoCAD
Solidworks",0.683333333,"Electronic & Mechanical Technology, Lean/six sigma principles, Maintenance Management, Material Management, Mechanical Component Troubleshooting, Microsoft Access, Microsoft Office, Microsoft Project, Program Management, Project Management, Quality Assurance/Control, SAP, Safety Compliance, SharePoint, Staff Development/Leadership, Technical Interface."
,,"['Careful and active listener', 'Self-Starter & self-motivated', 'Hungry for growth and continuous learning', 'Proactive and energetic', 'Fluent in Spanish']","['University of California, Santa Cruz']",['Bachelors of Arts'],['2010'],[None],[None],['Sociology'],"['Company Name', 'Company Name', 'Company Name']","[None, None, None]","['09/2015', '03/2013', '07/2010']","['Current', '09/2015', '12/2012']","[None, None, None]","['Business Development Manager', 'Business Development Manager', 'Talent Acquisition Consultant / Account Executive']","['City , State', 'City , State', 'City , State']","Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",['Club Membership'],['EOP Club'],[None],['Member'],['Spanish'],['Fluent'],,,,,,Marketing Officer,Bachelor/Honors,At least 1 year,,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.85,"Careful and active listener, Fluent in Spanish, Hungry for growth and continuous learning, Proactive and energetic, Self-Starter & self-motivated."
,,"['assisted living', 'interpersonal and communication', 'insurance', 'internal medicine', 'managing', 'marketing', 'marketing/sales', 'meetings', 'mentor', 'office', 'networking', 'organizing', 'orthopedics', 'outside sales', 'physical therapy', 'rehabilitation', 'sales', 'seminars', 'Team player', 'time management']",['ARIZONA STATE UNIVERSITY'],['B.A'],['N/A'],['Cum Laude'],['N/A'],['Organizational Communication Business Management'],"['Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None]","['May 2011', 'January 2007', 'March 2003', 'January 1999']","['November 2014', 'May 2011', 'January 2007', 'January 2001']","[['building referral relationships', 'management', 'networking', 'customer needs', 'organizing seminars'], ['same store growth', 'relationship building', 'market analysis', 'representation', 'mentoring'], ['growth management', 'relationship building', 'leadership', 'recognition'], ['promotion', 'networking', 'customer facilitation', 'census maintenance']]","['Business Development Manager', 'Marketing/Outside Physician Rep', 'Marketing Director', 'Resident Liaison']","['City , State', 'City , State', 'City , State', 'City , State']","Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",,,,,,,,,,,,Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,At least 5 years,Age at least 24 years,"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","AutoCAD
Solidworks",0.65,"Team player, assisted living, insurance, internal medicine, interpersonal and communication, managing, marketing, marketing/sales, meetings, mentor, networking, office, organizing, orthopedics, outside sales, physical therapy, rehabilitation, sales, seminars, time management."
"Vancouver, BC","Senior Computer Vision Scientist with 10+ years of experience working with data and data sets of varying size and complexity. As a seasoned Computer Scientist, I am looking to continue my career in a senior or director-level position with AbCellera.","['Snowflake', 'Python', 'C++', 'R', 'SQL', 'Tableau', 'PyTorch']",['University of British Columbia'],['B.S.'],['2013'],['N/A'],['N/A'],['Engineering'],"['AbCellera', 'Microsoft', 'Swiss Re']","['N/A', 'N/A', 'N/A']","['July 2014', 'January 2012', 'May 2012']","['current', 'June 2014', 'May 2014']","[['Computer Vision', 'Machine Learning', 'Data Collection', 'KPI Reports'], ['Predictive Modeling', 'Data Analysis', 'Algorithm Development', 'Data Visualization'], ['Data Science', 'Algorithm Development', 'Strategic Insights', 'Business Communication']]","['Computer Vision Scientist', 'IT Data Scientist', 'Associate Data Scientist']","['Remote', 'Vancouver, BC', 'Toronto, Canada']","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,,,,,,"['N/A', 'N/A']","[None, None]","[None, None]","[None, None]","[None, None]",Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,3 to 5 years,Age at most 40 years,"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,0.816666667,"C++, PyTorch, Python, R, SQL, Snowflake, Tableau."
,,"['Program Management', 'Portfolio Management', 'Process Analysis', 'Solution Design', 'Enterprise Software', 'Systems Integration', 'Data Management', 'Product Excellence', 'Agile Methodology', 'People Development', 'Leadership Development', 'Coaching/Mentoring']","['Claremont Graduate University', 'Claremont Graduate University', ""Mount St. Mary's University""]","['Ph.D.', 'Master of Science', 'Bachelor of Arts']","[None, None, None]","[None, None, None]","[None, None, None]","['Computer Information Systems and Technology', 'Computer Information Systems and Technology', 'Business Administration']","['Company Name', 'Company Name', 'Company Name', 'Claremont Graduate University', ""Mount St. Mary's University""]","[None, None, None, None, None]","['02/2011', '03/1998', '06/1993', 'Fall 2014', '1987']","['04/2017', '01/2011', '03/1998', 'Fall 2016', '1988']","[None, None, None, None, None]","['Senior Engineering Program Manager', 'Founder/Principal Consultant', 'Senior Manager', 'Adjunct Professor', 'Instructor']","['City, State', 'City, State', 'City, State', 'Claremont, CA', 'Los Angeles, CA']","Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",['Professional Affiliations'],['Drucker School of Management'],[None],['Industry Advisory Board Member'],,,"['Myers-Briggs', 'Certified Professional Co-Active Coach']","[None, None]","[None, None]","['Feb 2017', 'Mar 2017']","[None, 'Mar 2018']",Executive - VAT,BBA in Accounting and Finance,1 to 3 years,,"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",VAT and Tax,0.716666667,"Agile Methodology, Coaching/Mentoring, Data Management, Enterprise Software, Leadership Development, People Development, Portfolio Management, Process Analysis, Product Excellence, Program Management, Solution Design, Systems Integration."
,,"['Microsoft Office', 'Advanced Excel', 'PowerPoint', 'MS Access', 'Atlas', 'Windows 95 - XP', 'Harvard Graphics', 'QuickBooks', 'NGS Systems', 'People Soft', 'SAP', 'Quicken', 'Nanovision', '2-Tier', 'Phoenix (E1)', 'Business Objects', 'Account reconciliations', 'Accounting', 'Accounts payable', 'Accounts receivables', 'Accruals', 'Ad hoc', 'AP', 'Balance sheet', 'Balance', 'Bank reconciliations', 'Billing', 'Bookkeeping', 'Budgeting', 'Budget', 'Charts', 'Oral communication', 'CPA', 'Databases', 'Fluent in English', 'Senior management', 'Finance', 'Financial analysis', 'Financial reports', 'Financial Reporting', 'Financial statements', 'Fixed assets', 'Forecasting', 'General ledger', 'General ledger accounts', 'Government', 'Graphs', 'JDE', 'Lotus Notes', 'Presentations', 'QuickBooks', 'Quicken', 'Reporting', 'SAP', 'SOX compliance', 'Sarbanes Oxley', 'Spanish', 'Tax', 'Variance analysis', 'Excellent written']","['Pepperdine University, Graziadio School of Business and Management', 'University of New Orleans']","['Master of Business Administration', 'Bachelor of Science']","['2008', '2004']","['N/A', 'N/A']","['N/A', 'N/A']","['Business Development Strategy, Management', 'Finance Spanish']","['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None, None, None]","['July 2015', 'July 2008', 'December 2007', 'October 2005', 'June 2005', 'September 2004']","['Current', 'July 2015', 'June 2008', 'October 2007', 'August 2005', 'January 2005']","[None, None, None, None, None, None]","['Supervisor Accountant', 'Lead Accountant', 'Senior Accountant', 'Senior Financial Analyst', 'General Accountant', 'Accountant']","['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State']","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",,,,,"['English', 'Spanish']","['Fluent', 'Decreased proficiency due to moderate use']",,,,,,Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)",At least 15 years,Age at most 52 years,"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","AUDIT AND INSPECTION
Banking
Internal Audit",0.71,"2-Tier, AP, Account reconciliations, Accounting, Accounts payable, Accounts receivables, Accruals, Ad hoc, Advanced Excel, Atlas, Balance, Balance sheet, Bank reconciliations, Billing, Bookkeeping, Budget, Budgeting, Business Objects, CPA, Charts, Databases, Excellent written, Finance, Financial Reporting, Financial analysis, Financial reports, Financial statements, Fixed assets, Fluent in English, Forecasting, General ledger, General ledger accounts, Government, Graphs, Harvard Graphics, JDE, Lotus Notes, MS Access, Microsoft Office, NGS Systems, Nanovision, Oral communication, People Soft, Phoenix (E1), PowerPoint, Presentations, QuickBooks, QuickBooks, Quicken, Quicken, Reporting, SAP, SAP, SOX compliance, Sarbanes Oxley, Senior management, Spanish, Tax, Variance analysis, Windows 95 - XP."
,,"['API', 'Approach', 'ATL', 'audio', 'backup', 'broadcast', 'C++', 'CLI', 'com', 'CA', 'Hardware', 'concept', 'Content', 'clients', 'documentation', 'dynamic HTML5', 'editing', 'XML', 'FTP', 'functional', 'drawing', 'GUI', 'http', 'IDs', 'Innovation', 'explorer', 'IP', 'JavaScript', 'json', 'LAN', 'MB', 'C#', 'MFC', 'office', 'Win', 'Windows', '2000', 'migration', 'NAS', 'OOP', 'page', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'specification', 'team management', 'threads', 'troubleshoot', 'Video', 'Video Editing', 'Visual C++', 'workflow', 'writer']","['Illinois Institute of Technology', 'National Institute of Technology']","['M.S', 'B.E']","['N/A', 'N/A']","['N/A', 'N/A']","['N/A', 'N/A']","['Computer Science', 'Electronics and Communication Engineering']","['Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None]","['September 2009', 'November 2005', 'August 1997', 'August 1994']","['Current', 'August 2009', 'October 2005', 'July 1997']","[['Visual C++', 'Windows', 'STL', 'OOP', 'MFC', 'threads', 'file maps', 'ATL', 'IPC', 'FTP', 'TCP', 'HTTP', 'XML', 'JSON', 'services', 'web services', 'REST API', 'SOA', 'media formats and standards', 'codec SDK and integration', 'MPEG-DASH', 'API design and documentation'], ['team management', 'development process document', 'peer code review', 'crash dump analysis'], ['C++', 'Win32', 'threads', 'GUI'], ['Project media management tools', 'Render Bank', 'video effects']]","['Software Engineering Manager', 'Software Engineering Manager', 'Principal Software Engineer', 'Software Engineer']","['City , State', 'City , State', 'City , State', 'City , State']","Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",,,,,,,,,,,,Site Engineer,Bachelor of Science (BSc) in Civil Engineering,1 to 2 years,Age 25 to 30 years,"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","AutoCAD
Communication and negotiation skills
Internet
MS Office",0.266666667,"2000, API, ATL, Approach, C#, C++, CA, CLI, Content, FTP, GUI, Hardware, IDs, IP, Innovation, JavaScript, LAN, MB, MFC, NAS, OOP, Proxy, SAN, Scrum, Video, Video Editing, Visual C++, Win, Windows, XML, audio, backup, broadcast, clients, com, concept, documentation, drawing, dynamic HTML5, editing, explorer, functional, http, json, migration, office, page, rendering, servers, specification, team management, threads, troubleshoot, workflow, writer."
,,"['assisted living', 'interpersonal and communication', 'insurance', 'internal medicine', 'managing', 'marketing', 'marketing/sales', 'meetings', 'mentor', 'office', 'networking', 'organizing', 'orthopedics', 'outside sales', 'physical therapy', 'rehabilitation', 'sales', 'seminars', 'Team player', 'time management']",['ARIZONA STATE UNIVERSITY'],['B.A'],['N/A'],['Cum Laude'],['N/A'],['Organizational Communication Business Management'],"['Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None]","['May 2011', 'January 2007', 'March 2003', 'January 1999']","['November 2014', 'May 2011', 'January 2007', 'January 2001']","[['building referral relationships', 'management', 'networking', 'customer needs', 'organizing seminars'], ['same store growth', 'relationship building', 'market analysis', 'representation', 'mentoring'], ['growth management', 'relationship building', 'leadership', 'recognition'], ['promotion', 'networking', 'customer facilitation', 'census maintenance']]","['Business Development Manager', 'Marketing/Outside Physician Rep', 'Marketing Director', 'Resident Liaison']","['City , State', 'City , State', 'City , State', 'City , State']","Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",,,,,,,,,,,,Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm",2 to 4 years,,"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","Having CACC from reputed CA Firm
Internal Audit and Compliance",0.783333333,"Team player, assisted living, insurance, internal medicine, interpersonal and communication, managing, marketing, marketing/sales, meetings, mentor, networking, office, organizing, orthopedics, outside sales, physical therapy, rehabilitation, sales, seminars, time management."
,Interested in helping businesses take best decisions using Machine learning and Deep learning solutions.,"['Data Analysis', 'Data Mining', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence']",['Jaipur University'],['B.Tech'],['2018'],['N/A'],['N/A'],['CSE'],"['Empryean Data Consultant', 'Oclosia']","['N/A', 'N/A']","['Jan 2019', 'May 2018']","['Apr 2020', 'Nov 2018']","[['NLP', 'Linear Dirichlet Allocation'], ['SQL', 'AWS Redshift']]","['N/A', 'Data Consultant']","['N/A', 'N/A']","Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits",,,,,,,,,,,,Civil Engineer,B.Sc in Civil Engineering from a reputed university.,At least 5 years,Age at least 30 years,"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits","AutoCAD
ETABS
Microsoft Office Suite
MS Project",0.583333333,"Artificial Intelligence, Data Analysis, Data Mining, Deep Learning, Machine Learning."
